word,won,wrong_guesses,repeated_guesses,total_guesses
gazzetta,False,6,0,9
carangidae,True,4,0,12
beegerite,False,6,0,10
unenwoven,False,6,0,9
keerogue,False,6,0,9
hydrometallurgical,True,2,0,16
subtrigonal,True,5,0,16
jailbird,False,6,0,11
myodynamiometer,False,6,0,14
regulus,False,6,0,11
memorableness,True,4,0,13
selvagee,False,6,0,10
ninnyish,False,6,0,9
proirrigation,False,6,0,13
proletarianism,True,0,0,11
elicitor,True,3,0,10
hippoid,False,6,0,7
lecturer,False,6,0,11
automacy,False,6,0,9
brushland,False,6,0,13
chilean,False,6,0,11
sekani,False,6,0,11
coyoting,False,6,0,12
wilsomeness,False,6,0,13
zygophyllaceous,False,6,0,16
bar,True,3,0,6
astray,True,3,0,8
jisheng,False,6,0,12
peripateticate,True,2,0,9
dulcification,False,6,0,15
undetractingly,True,2,0,14
umbrosity,False,6,0,13
measly,True,5,0,11
simulant,True,5,0,13
annueler,False,6,0,11
sparch,True,4,0,10
imperformable,True,5,0,15
opianic,True,5,0,11
eumeromorphic,True,5,0,14
releasable,True,5,0,11
grammarless,False,6,0,11
altruism,True,5,0,13
tamanowus,False,6,0,13
underlife,False,6,0,13
chiromys,False,6,0,10
visualizer,False,6,0,12
taxidea,False,6,0,11
strawwork,False,6,0,11
nonblameless,False,6,0,12
umber,False,6,0,8
oasal,False,6,0,9
rebenediction,False,6,0,14
erigeron,False,6,0,11
usableness,True,3,0,10
almoravides,False,6,0,15
blaugas,False,6,0,9
prehydration,True,5,0,16
misalter,True,2,0,10
obvolve,False,6,0,9
tithymalopsis,True,4,0,14
parametrical,True,2,0,11
istiophorid,True,5,0,13
metastyle,False,6,0,11
ipsilateral,True,5,0,13
tracheate,True,2,0,8
lakemanship,False,6,0,15
haemoconcentration,True,0,0,10
nonpromulgation,True,3,0,14
ruling,True,4,0,10
saltimbankery,False,6,0,15
structural,True,4,0,11
accendibility,True,4,0,14
niphablepsia,True,5,0,14
eagerness,False,6,0,11
railbird,False,6,0,11
pewless,False,6,0,9
zati,False,6,0,9
tibet,False,6,0,9
channelize,True,5,0,13
amorphotae,True,4,0,12
dynagraph,False,6,0,9
runefolk,False,6,0,12
oatbin,False,6,0,11
dogwatch,False,6,0,9
lymphoprotease,True,3,0,14
patchword,False,6,0,12
proscenium,True,4,0,14
northupite,False,6,0,13
vaginoabdominal,False,6,0,12
unstock,False,6,0,12
myriameter,False,6,0,11
gelatiniferous,False,6,0,16
sublong,True,5,0,12
capability,False,6,0,11
schorlaceous,True,3,0,12
dilation,True,2,0,9
hayz,False,6,0,7
magnanimity,False,6,0,10
neuropteron,False,6,0,12
isoemodin,True,5,0,12
percurrent,True,4,0,11
teca,True,1,0,5
benzalacetone,False,6,0,13
cadet,True,3,0,8
taintproof,False,6,0,13
illegitimatize,False,6,0,12
antinomy,True,5,0,12
orchidalgia,False,6,0,14
reassessment,True,2,0,9
palearctic,True,2,0,10
sketchily,False,6,0,14
communicableness,True,2,0,13
realest,True,2,0,8
sialozemia,False,6,0,13
alfilerillo,False,6,0,12
rachialgia,False,6,0,12
popadam,False,6,0,7
overfed,False,6,0,8
subcontinent,True,3,0,12
chili,True,4,0,8
cloddily,False,6,0,9
unchristianized,True,4,0,16
cumbu,False,6,0,7
grandniece,False,6,0,13
unilabiate,False,6,0,13
unclamp,False,6,0,9
printerdom,True,4,0,13
seton,True,5,0,10
advantage,False,6,0,10
megalomelia,False,6,0,12
unciliated,True,2,0,11
yucateco,False,6,0,12
pratincole,True,1,0,11
glossographer,True,5,0,14
vives,False,6,0,9
charruas,False,6,0,8
peritoneum,True,5,0,14
verpa,False,6,0,9
cylindroid,False,6,0,13
carotinemia,True,3,0,12
perendinant,True,0,0,8
bromhydric,False,6,0,10
orthodomatic,True,5,0,14
pretervection,False,6,0,14
telemeter,True,4,0,9
thowel,False,6,0,9
cuticula,True,5,0,11
hyalophagia,False,6,0,9
fedora,False,6,0,11
dodecanesian,True,4,0,12
microglossia,True,5,0,14
unhoned,False,6,0,10
locutory,False,6,0,11
fernbird,False,6,0,11
prediscoverer,False,6,0,13
undestroyable,False,6,0,17
clathrate,True,4,0,11
nephrocoele,True,3,0,11
neognathae,False,6,0,12
alphabetizer,False,6,0,14
multilaciniate,True,4,0,13
chilicothe,True,4,0,11
anamorphoscope,True,3,0,13
rhythmless,False,6,0,13
soleness,True,2,0,7
cubomancy,False,6,0,11
eczematous,False,6,0,14
cacotheline,True,1,0,10
applicant,True,5,0,12
drivage,False,6,0,12
newslessness,False,6,0,10
rachitome,True,3,0,12
rawhead,False,6,0,10
dipsey,False,6,0,8
epiboulangerite,True,5,0,17
mahdist,False,6,0,12
eileen,True,2,0,6
regild,False,6,0,11
vesicocervical,False,6,0,14
henotheistic,True,2,0,10
sixpenny,False,6,0,10
fifteenfold,False,6,0,13
sapucainha,False,6,0,11
campaign,False,6,0,10
shebat,False,6,0,11
nonextraneous,True,5,0,14
questionee,False,6,0,12
batino,False,6,0,11
sibilatingly,False,6,0,14
purposiveness,True,5,0,14
contaminant,True,4,0,11
dinghee,True,5,0,11
dressmakery,False,6,0,10
undertide,True,2,0,9
cam,True,5,0,8
expositionary,True,5,0,16
geomagnetist,False,6,0,14
hydrophyton,True,5,0,13
isosaccharin,True,2,0,10
deathless,True,4,0,11
bowenite,False,6,0,11
untruck,False,6,0,10
crossfoot,False,6,0,10
geniolatry,False,6,0,14
antilabor,True,5,0,13
myxomycetales,False,6,0,15
unattuned,True,4,0,10
raash,True,4,0,8
genesiology,False,6,0,12
renunciator,True,1,0,10
stimulus,False,6,0,11
unusurping,False,6,0,12
incontinently,True,4,0,12
recurse,False,6,0,9
submarshal,False,6,0,9
contemnibly,True,5,0,15
oppressor,False,6,0,10
commencer,False,6,0,9
inductively,True,4,0,14
heterosporic,True,4,0,13
sabbathize,False,6,0,11
awabakal,False,6,0,8
hercogamy,False,6,0,10
palluites,True,4,0,12
unghostlike,False,6,0,14
obstructingly,True,4,0,16
maxillojugal,False,6,0,9
reproductive,False,6,0,15
stereographically,True,1,0,14
cacumination,False,6,0,12
mormonite,True,3,0,10
phobos,False,6,0,7
counterorator,True,1,0,9
jumblement,False,6,0,13
jusquaboutist,False,6,0,12
unconcertedness,True,2,0,11
engrossingly,True,2,0,11
turniplike,False,6,0,13
polyphagic,False,6,0,11
halfpenny,False,6,0,10
scoter,True,4,0,10
shellum,False,6,0,10
zafree,False,6,0,9
orange,True,3,0,9
scrutation,True,2,0,11
nonsolvency,False,6,0,11
lichenographer,True,1,0,12
pestilence,True,3,0,11
homalopsinae,True,4,0,14
ermani,True,0,0,6
mellisugent,False,6,0,13
plugdrawer,False,6,0,12
homoplasis,True,5,0,13
developability,False,6,0,14
regreet,False,6,0,9
zygomycete,False,6,0,10
barrow,False,6,0,10
papilioninae,True,5,0,12
resident,True,3,0,10
leptothrix,False,6,0,14
animalize,True,5,0,12
nonacosane,False,6,0,11
translucence,True,2,0,11
pedological,True,5,0,14
phototropism,True,5,0,13
lory,True,4,0,8
monodynamism,False,6,0,12
untaintedness,True,2,0,10
congoleum,False,6,0,11
orthosilicate,True,1,0,11
flocculate,False,6,0,13
nonsanctification,True,5,0,13
incurability,False,6,0,14
sultan,True,5,0,11
equilibrium,False,6,0,9
hath,True,3,0,6
xiphiidae,False,6,0,8
ambay,False,6,0,7
chaetotactic,True,3,0,10
copter,False,6,0,10
prejudicative,False,6,0,16
lindane,True,5,0,11
gastrolatrous,False,6,0,13
vitelline,False,6,0,11
sulfarsenite,False,6,0,15
mesolabe,False,6,0,12
staphylomatous,False,6,0,13
unqualified,False,6,0,12
iridencleisis,True,3,0,11
zoolithic,False,6,0,12
jahvist,False,6,0,11
shucking,False,6,0,9
patronizable,True,4,0,15
reservor,False,6,0,10
omniparent,True,5,0,14
beaverette,False,6,0,9
bugleweed,False,6,0,8
heptahedron,True,5,0,14
geniture,False,6,0,12
birminghamize,False,6,0,12
odeum,False,6,0,8
magnetometric,True,3,0,13
hyloid,False,6,0,9
combfish,False,6,0,10
unmended,False,6,0,8
caravan,False,6,0,10
napkining,False,6,0,10
unfrosty,False,6,0,12
corejoice,False,6,0,11
anchises,False,6,0,11
bastardism,False,6,0,13
submissively,False,6,0,10
illegitimacy,False,6,0,13
macronutrient,True,5,0,15
unexplainableness,True,4,0,14
subdeanery,False,6,0,11
concurso,False,6,0,10
desmarestiaceous,True,3,0,14
undermoral,True,3,0,12
underbear,False,6,0,12
struggle,False,6,0,12
perjuriousness,False,6,0,14
gruelly,False,6,0,9
slavophobe,False,6,0,13
cyanoacetate,False,6,0,12
micropterus,True,3,0,13
placean,True,4,0,10
functionalism,True,2,0,13
portraitlike,False,6,0,14
pinacoceras,True,3,0,12
sericiculturist,True,3,0,11
statuecraft,False,6,0,12
uncaptained,True,4,0,13
orgiastical,True,5,0,14
multicipital,False,6,0,11
surfacely,False,6,0,14
chairless,True,2,0,10
enlodge,True,5,0,11
gravimetrical,False,6,0,14
sufferer,False,6,0,8
overdance,False,6,0,12
ko,True,0,0,2
gematrical,False,6,0,14
turbot,False,6,0,10
apogon,False,6,0,9
graphis,False,6,0,11
holomyaria,False,6,0,13
phenanthroline,True,0,0,10
patavinity,False,6,0,10
continuingly,False,6,0,14
cholemia,True,5,0,13
blessedness,False,6,0,10
reaggregation,False,6,0,13
unsharedness,True,5,0,13
leanness,True,3,0,8
disinsulation,True,2,0,11
viosterol,False,6,0,13
configural,False,6,0,15
reinvestigate,False,6,0,14
indiction,False,6,0,11
unfasten,False,6,0,12
anastomosis,True,5,0,12
thatchy,False,6,0,7
intercalate,True,0,0,8
entrainment,True,4,0,11
upend,True,5,0,10
gaslight,False,6,0,11
notewise,False,6,0,12
butenyl,False,6,0,10
philopatrian,True,4,0,13
daedalist,True,4,0,11
littleleaf,False,6,0,11
leveret,False,6,0,10
oneism,False,6,0,11
aftercourse,False,6,0,14
shoother,True,2,0,8
putrefiable,False,6,0,14
fellingbird,False,6,0,13
zain,False,6,0,9
aberration,False,6,0,13
bellpull,False,6,0,8
tzotzil,False,6,0,10
hartal,False,6,0,10
ricinolein,True,3,0,10
exercitorial,False,6,0,14
diastolic,True,3,0,11
steerswoman,False,6,0,14
biguttate,False,6,0,10
antisyndicalist,True,5,0,14
assistful,True,5,0,12
snowk,False,6,0,9
adnephrine,False,6,0,11
moldableness,False,6,0,14
indices,True,5,0,11
deconcatenate,False,6,0,12
colima,True,5,0,11
pyralid,False,6,0,10
apio,True,4,0,8
solely,True,3,0,8
influxable,False,6,0,12
laceration,True,0,0,9
unapart,False,6,0,10
capacity,False,6,0,10
supercynical,True,3,0,14
acuminose,True,4,0,13
underwent,False,6,0,12
orangite,True,2,0,10
prehensible,False,6,0,13
anthelion,True,1,0,9
deinotherium,True,4,0,14
circumambulator,True,3,0,13
serment,True,5,0,11
malleoincudal,True,5,0,15
neckline,False,6,0,10
securigera,False,6,0,12
instantaneously,True,0,0,10
genys,False,6,0,8
aggrievedly,False,6,0,12
coburghership,True,5,0,16
labioalveolar,False,6,0,12
sagaie,False,6,0,10
schistosoma,True,4,0,12
overplay,False,6,0,11
heterosporium,True,5,0,15
manumission,False,6,0,11
benn,True,1,0,4
damlike,False,6,0,10
conservatize,True,4,0,15
amphipleura,False,6,0,13
multivorous,False,6,0,14
dulcet,False,6,0,10
sanction,True,2,0,9
unterrifiable,True,5,0,15
formerly,False,6,0,10
epirotulian,True,4,0,14
asymmetron,False,6,0,14
emulgent,False,6,0,10
unfeatured,False,6,0,13
plantae,True,2,0,8
aseptify,False,6,0,11
hydrogenide,False,6,0,11
hypotonia,False,6,0,12
homolysin,False,6,0,10
hurdis,False,6,0,7
undermist,True,3,0,12
swainishness,False,6,0,12
condiment,True,4,0,12
proctoparalysis,True,3,0,13
kryokonite,False,6,0,12
unpunishably,False,6,0,15
chamfer,False,6,0,12
periconchitis,True,1,0,11
neopallium,True,5,0,14
coenosarcous,True,3,0,11
populicide,False,6,0,13
sphingal,True,5,0,13
repugner,False,6,0,9
waterboard,False,6,0,11
pseudocumenyl,False,6,0,16
retrace,True,5,0,10
condensation,True,2,0,11
backcourt,False,6,0,12
daff,False,6,0,7
banderole,False,6,0,13
hawaiite,False,6,0,10
polymerous,False,6,0,13
stickadore,False,6,0,15
cameography,False,6,0,13
unsacrificeable,True,3,0,14
lim,False,6,0,7
dravya,False,6,0,8
demosthenic,True,4,0,14
isoeugenol,False,6,0,12
flourish,False,6,0,13
toxicological,False,6,0,13
cantabrian,True,4,0,11
woodbine,False,6,0,11
ossetine,True,2,0,8
kuruba,False,6,0,9
chlorine,True,2,0,10
sabazianism,False,6,0,12
doggone,False,6,0,9
exterraneous,True,5,0,14
timberland,False,6,0,15
equational,False,6,0,13
scabriusculous,True,4,0,13
noisomeness,True,3,0,9
amueixa,False,6,0,9
wheen,False,6,0,7
preacquit,False,6,0,13
reimposure,True,4,0,12
smelliness,True,5,0,11
caber,False,6,0,9
civilizee,False,6,0,10
royalism,False,6,0,13
pseudoaristocratic,True,1,0,12
brawny,False,6,0,9
zoosis,False,6,0,7
degraded,False,6,0,10
hydriote,False,6,0,11
lockman,False,6,0,11
darn,True,2,0,6
rejectingly,False,6,0,15
besottingly,False,6,0,15
cocksurety,True,4,0,13
handmaid,False,6,0,9
culet,False,6,0,10
doormaking,False,6,0,14
jugerum,False,6,0,8
slunge,True,3,0,9
unexplaining,False,6,0,14
ornithogaea,False,6,0,14
rebuffably,False,6,0,10
unsufficed,False,6,0,13
babuism,False,6,0,9
mnemonist,False,6,0,12
paver,False,6,0,9
maimedness,True,5,0,12
zonary,False,6,0,10
unbag,False,6,0,8
incompensation,True,2,0,12
pavilion,False,6,0,12
samson,False,6,0,10
blossomy,False,6,0,9
lenticulothalamic,True,1,0,12
mayfowl,False,6,0,8
superactive,True,3,0,13
solecistically,True,1,0,10
snivy,False,6,0,10
cobus,False,6,0,10
triphylite,False,6,0,11
inclinatorium,True,3,0,13
wiglet,False,6,0,10
overtness,True,3,0,10
interrupted,True,5,0,13
curstful,True,5,0,12
hymenogeny,False,6,0,8
whipcord,False,6,0,9
gigi,False,6,0,7
lacing,False,6,0,11
plical,True,3,0,8
squabbed,False,6,0,8
phellogen,False,6,0,10
potwaller,False,6,0,13
monophagism,False,6,0,14
kawaka,False,6,0,7
disglorify,False,6,0,12
polyclona,True,5,0,12
capreolate,True,1,0,9
incurrent,True,3,0,10
delegalize,False,6,0,11
reboard,False,6,0,10
refight,False,6,0,10
awakening,False,6,0,11
ineducable,True,4,0,13
apoembryony,False,6,0,12
contrariwise,False,6,0,15
multinominal,True,3,0,11
shall,True,1,0,5
superobstinate,True,4,0,15
negrillo,False,6,0,12
exaggerated,False,6,0,11
alcoholometrical,True,2,0,12
directional,True,1,0,11
almemar,True,4,0,9
loggia,False,6,0,10
persistively,True,4,0,13
unperilous,True,5,0,14
iridectomy,True,4,0,13
compassivity,False,6,0,13
pettedness,True,5,0,11
heder,True,4,0,8
quinizarin,False,6,0,10
hemihedrally,False,6,0,13
settledly,True,4,0,10
dashedly,True,5,0,12
groset,True,5,0,11
unsaintlike,False,6,0,14
untransmissible,True,2,0,13
anathematization,True,5,0,14
benzamido,False,6,0,12
peonage,False,6,0,9
thereamong,True,5,0,14
underdot,True,4,0,11
intersociety,True,4,0,13
infinitarily,False,6,0,12
scimitar,True,5,0,12
torricellian,True,1,0,10
mantissa,True,4,0,10
winterfeed,False,6,0,12
mercantile,True,1,0,10
tup,False,6,0,7
xanthosiderite,False,6,0,16
spasmatical,True,5,0,13
isocercy,False,6,0,11
spotting,True,4,0,11
dragging,False,6,0,11
choriamb,False,6,0,12
deflagrate,False,6,0,12
anchorwise,False,6,0,15
ophiolite,False,6,0,11
serventism,False,6,0,13
tunker,False,6,0,11
articulate,True,2,0,10
penitencer,True,3,0,10
appercipient,True,3,0,11
itchproof,False,6,0,11
aptera,False,6,0,10
cacodaemonial,True,5,0,14
intracity,True,4,0,11
tabet,False,6,0,9
panting,False,6,0,11
untrickable,True,5,0,16
heinousness,False,6,0,12
tamein,True,3,0,9
puzzlement,False,6,0,12
countermanifesto,True,5,0,17
uniformity,False,6,0,11
angiomalacia,True,5,0,13
playground,False,6,0,14
meatcutter,False,6,0,10
reascendant,True,2,0,10
cogging,True,3,0,8
guttering,True,3,0,10
industrious,True,4,0,12
unbalked,False,6,0,12
uncuffed,False,6,0,10
nonillionth,True,5,0,11
unhidable,False,6,0,14
macbeth,False,6,0,12
molassy,False,6,0,10
overchidden,True,5,0,14
lyophilize,False,6,0,10
recreationist,True,1,0,10
needleful,False,6,0,9
loiteringness,True,3,0,12
campmaster,True,5,0,13
reformingly,False,6,0,15
omnimodous,False,6,0,11
vaporiferous,False,6,0,15
subinform,False,6,0,11
tarsectomy,True,3,0,12
vacuity,False,6,0,8
thinglet,True,3,0,10
unclotted,True,5,0,13
doorweed,False,6,0,10
unslumbrous,False,6,0,11
prefreshman,False,6,0,13
reassert,True,4,0,9
absenteeism,True,5,0,13
megalopic,False,6,0,10
cocrucify,False,6,0,9
specialness,True,5,0,13
diphtheroid,True,5,0,13
nonbodily,False,6,0,11
purplewort,False,6,0,12
bequeathable,False,6,0,10
mungy,False,6,0,8
scraggling,True,5,0,13
silicofluoric,False,6,0,13
marcella,True,3,0,9
unnumerical,True,4,0,13
adenophyma,False,6,0,11
hypothesizer,False,6,0,14
overpiteous,True,4,0,13
bridewort,False,6,0,12
guittonian,False,6,0,11
propertied,True,3,0,10
israeliteship,True,5,0,14
babyfied,False,6,0,9
fratry,False,6,0,10
nonthinker,False,6,0,13
classified,False,6,0,13
tornillo,True,2,0,8
uncasketed,False,6,0,14
melonlike,False,6,0,11
frivolity,False,6,0,11
morganatic,False,6,0,14
octonarius,True,1,0,10
zaniah,False,6,0,9
parapegma,False,6,0,9
dolichoprosopic,True,3,0,12
pharynx,False,6,0,9
dosa,True,5,0,9
hygrodeik,False,6,0,10
trigram,False,6,0,10
helios,False,6,0,10
sesti,True,4,0,8
suppositionally,True,3,0,13
clogmaker,False,6,0,13
gamogenetical,True,4,0,14
therapist,True,5,0,13
unannex,False,6,0,9
carboy,True,3,0,9
satyagrahi,False,6,0,11
underaverage,False,6,0,11
xenopteri,False,6,0,13
bloodshedding,False,6,0,12
academite,True,4,0,11
apprehensibility,True,2,0,14
bombax,False,6,0,7
feedy,False,6,0,9
sklate,False,6,0,11
ornithoptera,True,2,0,11
isagoge,True,4,0,10
heterofermentative,False,6,0,16
unsleeved,False,6,0,12
chevrotain,False,6,0,15
gasteromycete,False,6,0,14
hyperplasic,True,5,0,15
greengrocery,True,5,0,12
beshake,False,6,0,9
unguled,False,6,0,9
aggregator,False,6,0,11
persuaded,False,6,0,12
cupola,False,6,0,11
roughness,False,6,0,12
plemyrameter,False,6,0,12
criminalness,True,3,0,12
balanic,True,5,0,11
burnishable,True,5,0,15
unmindful,False,6,0,8
sabino,False,6,0,11
underthane,True,3,0,11
olympicness,True,3,0,13
catarrhal,True,5,0,11
wieldable,False,6,0,11
outsuitor,True,4,0,10
mohineyam,False,6,0,12
intervisit,False,6,0,12
urotoxic,False,6,0,10
myelalgia,False,6,0,10
strophe,False,6,0,11
ingraft,False,6,0,12
misosophist,True,5,0,12
caumatic,False,6,0,11
unreckonable,False,6,0,15
epidermatous,True,3,0,14
shrimpfish,False,6,0,9
keest,False,6,0,9
eccrinology,True,4,0,13
unmiscible,False,6,0,14
unmoaned,False,6,0,12
predestinationist,True,2,0,12
cleavability,False,6,0,12
earnings,True,3,0,10
genal,True,5,0,10
unjarring,False,6,0,12
wottest,False,6,0,10
boryl,True,5,0,10
rocklike,True,4,0,11
fruitarianism,False,6,0,13
guilelessness,False,6,0,11
borstall,False,6,0,12
hemitropic,True,5,0,14
trumph,False,6,0,9
mulattress,True,3,0,11
foamer,False,6,0,10
scientician,True,2,0,9
endophyllum,False,6,0,10
shapeshifter,False,6,0,14
nonbotanical,False,6,0,13
stenchful,True,5,0,14
synentognathous,True,2,0,12
branchiostoma,True,5,0,16
correa,True,1,0,6
figshell,False,6,0,10
buffoonish,False,6,0,10
ooplast,True,5,0,11
postfixial,False,6,0,12
impossibility,False,6,0,11
alalite,True,3,0,8
cozily,False,6,0,9
gitoxin,False,6,0,10
organographic,True,4,0,13
suborganic,False,6,0,13
unattractableness,True,2,0,12
detrimentally,True,4,0,14
betroth,True,5,0,11
chloralum,True,5,0,13
neophilologist,True,3,0,13
tallote,True,4,0,9
byrlawman,False,6,0,11
ailanthic,True,3,0,10
prepatent,True,1,0,7
accumulation,True,3,0,12
cecidiology,False,6,0,12
potamic,True,5,0,12
unhesitatingly,False,6,0,16
stolidity,True,5,0,12
tenontomyoplasty,True,3,0,13
sam,True,2,0,5
animus,True,5,0,11
cove,False,6,0,8
sigmund,False,6,0,9
sarmatier,True,3,0,10
sardanapalus,False,6,0,10
hyoid,False,6,0,9
faburden,False,6,0,10
rerise,True,3,0,7
nasoprognathic,True,3,0,14
retroreception,True,2,0,10
unoffendable,False,6,0,12
nonapparent,True,4,0,11
colalgia,False,6,0,11
oncosphere,True,5,0,13
adiposuria,True,5,0,13
musculofibrous,False,6,0,13
morglay,False,6,0,10
incompactly,True,3,0,13
anastate,True,2,0,7
upwind,False,6,0,8
unrebel,False,6,0,10
gam,True,3,0,6
psychophysical,True,4,0,13
fathomlessness,False,6,0,15
bronchiectatic,True,2,0,12
otiatrics,True,2,0,9
litopterna,True,2,0,11
witeless,False,6,0,11
ceratospongian,True,4,0,15
pungle,False,6,0,11
osmetic,False,6,0,11
undisintegrated,True,1,0,11
pronunciative,True,2,0,13
tartly,True,4,0,9
abatua,False,6,0,8
playock,False,6,0,9
adaw,False,6,0,7
unrightful,False,6,0,13
overelegancy,False,6,0,12
beplaided,False,6,0,12
denotement,False,6,0,10
semipermanent,True,3,0,12
diaphaneity,False,6,0,11
tyronism,True,4,0,12
invulnerableness,False,6,0,15
glycolyl,False,6,0,8
metasedimentary,True,2,0,12
wingseed,False,6,0,12
threnetical,True,1,0,10
noncompetitively,True,3,0,14
unimpressionability,True,0,0,14
ecorticate,True,1,0,8
waird,False,6,0,10
angelocracy,True,5,0,14
subregent,False,6,0,11
popshop,False,6,0,8
semisubterranean,True,4,0,14
mycophyte,False,6,0,9
sturdiness,True,5,0,13
liquorless,False,6,0,12
bowwort,False,6,0,9
oculinidae,True,3,0,12
backstone,False,6,0,13
omnipercipient,True,4,0,13
bitterbark,False,6,0,11
incessably,True,5,0,14
baloskion,False,6,0,12
gummy,False,6,0,8
resinophore,True,4,0,12
jinni,False,6,0,8
preseal,True,4,0,10
cryptorrhetic,True,5,0,14
dolorific,False,6,0,12
strumpet,False,6,0,10
rebegin,False,6,0,10
trapping,False,6,0,12
unwarpable,False,6,0,13
revolutionist,False,6,0,14
unconduciveness,True,4,0,13
blunthearted,True,4,0,14
pelotherapy,True,4,0,13
amiidae,False,6,0,10
sclerification,True,2,0,13
myoglobulin,False,6,0,11
fragmentize,False,6,0,12
interjacent,False,6,0,13
catoptrically,True,3,0,12
aphlebia,False,6,0,10
nonsaponifiable,True,3,0,13
caconym,False,6,0,8
choletherapy,True,3,0,13
unlauded,True,5,0,11
outraging,True,3,0,11
groaning,True,1,0,7
woodstone,False,6,0,11
unshapeliness,True,5,0,14
overboldly,False,6,0,10
entoptoscope,True,4,0,11
delft,False,6,0,10
semioxidated,False,6,0,14
hydrazide,False,6,0,10
visitation,False,6,0,12
trinucleate,True,5,0,14
polyphosphoric,True,4,0,13
ustilago,False,6,0,13
larithmics,True,3,0,12
overeyebrowed,False,6,0,8
nonparasitic,True,4,0,13
ironsided,True,3,0,10
autocratically,True,3,0,12
benzohydrol,False,6,0,12
tergiversant,False,6,0,14
presbytia,False,6,0,13
porencephalon,True,3,0,12
mullerian,False,6,0,13
photoengraving,False,6,0,16
recrescence,True,1,0,6
copepoda,False,6,0,10
unphysicked,False,6,0,16
progressive,False,6,0,12
unspayed,False,6,0,12
moxieberry,False,6,0,8
thoughtlessly,False,6,0,13
abhorson,False,6,0,11
antitype,False,6,0,11
preadministrative,True,3,0,14
griff,False,6,0,8
patination,True,5,0,11
nullibility,False,6,0,10
burgall,False,6,0,9
timekeepership,False,6,0,14
spinipetal,True,5,0,13
counterirritate,True,0,0,9
xanthydrol,False,6,0,13
reefer,False,6,0,8
antitwilight,False,6,0,12
ostraciidae,True,2,0,11
brachyglossal,False,6,0,11
gozell,False,6,0,9
molding,False,6,0,12
serosanguinolent,True,3,0,14
pixilated,False,6,0,13
greatish,False,6,0,13
duskiness,False,6,0,11
intrapsychical,True,3,0,14
myrmicidae,False,6,0,12
tetraplous,True,4,0,13
unstateable,True,2,0,10
unracked,False,6,0,13
jocund,False,6,0,8
fluoborid,False,6,0,9
unforgiven,False,6,0,11
